source_url,page_title,series_name,extract_type,table_index,model_name,param_name,param_value,series_id,config_url
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型1_18.99,经销商参考价,18.19万起,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型2_20.99,经销商参考价,20.19万起,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型3_20.99,经销商参考价,20.19万起,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型4_22.99,经销商参考价,22.19万起,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型1_18.99,厂商指导价,18.99,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型2_20.99,厂商指导价,20.99,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型3_20.99,厂商指导价,20.99,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型4_22.99,厂商指导价,22.99,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型1_18.99,能源类型,纯电动,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型2_20.99,能源类型,纯电动,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型3_20.99,能源类型,纯电动,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型4_22.99,能源类型,纯电动,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型1_18.99,上市,2025.07,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型2_20.99,上市,2025.07,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型3_20.99,上市,2025.07,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型4_22.99,上市,2025.07,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型1_18.99,CLTC纯电续航里程(km),672,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型2_20.99,CLTC纯电续航里程(km),672,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型3_20.99,CLTC纯电续航里程(km),825,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型4_22.99,CLTC纯电续航里程(km),825,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型1_18.99,最大功率(kW),250,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型2_20.99,最大功率(kW),250,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型3_20.99,最大功率(kW),250,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型4_22.99,最大功率(kW),250,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型1_18.99,最大扭矩(N·m),430,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型2_20.99,最大扭矩(N·m),430,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型3_20.99,最大扭矩(N·m),430,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型4_22.99,最大扭矩(N·m),430,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型1_18.99,车身结构,5门5座SUV,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型2_20.99,车身结构,5门5座SUV,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型3_20.99,车身结构,5门5座SUV,7395,https://car.autohome.com.cn/config/series/7395.html
https://car.autohome.com.cn/config/series/7395.html,汽车之家|昊铂HT|报价大全|参数配置,昊铂HT,dom_row,1,车型4_22.99,车身结构,5门5座SUV,7395,https://car.autohome.com.cn/config/series/7395.html
