source_url,page_title,series_name,extract_type,table_index,model_name,param_name,param_value,series_id,config_url
https://car.autohome.com.cn/config/series/7537.html,汽车之家|翼真L380|报价大全|参数配置,翼真L380,dom_row,1,车型1_29.99,经销商参考价,25.99万起,7537,https://car.autohome.com.cn/config/series/7537.html
https://car.autohome.com.cn/config/series/7537.html,汽车之家|翼真L380|报价大全|参数配置,翼真L380,dom_row,1,车型2_36.99,经销商参考价,32.99万起,7537,https://car.autohome.com.cn/config/series/7537.html
https://car.autohome.com.cn/config/series/7537.html,汽车之家|翼真L380|报价大全|参数配置,翼真L380,dom_row,1,车型3_39.99,经销商参考价,35.99万起,7537,https://car.autohome.com.cn/config/series/7537.html
https://car.autohome.com.cn/config/series/7537.html,汽车之家|翼真L380|报价大全|参数配置,翼真L380,dom_row,1,车型4_44.99,经销商参考价,40.99万起,7537,https://car.autohome.com.cn/config/series/7537.html
https://car.autohome.com.cn/config/series/7537.html,汽车之家|翼真L380|报价大全|参数配置,翼真L380,dom_row,1,车型5_59.99,经销商参考价,55.99万起,7537,https://car.autohome.com.cn/config/series/7537.html
https://car.autohome.com.cn/config/series/7537.html,汽车之家|翼真L380|报价大全|参数配置,翼真L380,dom_row,1,车型1_29.99,厂商指导价,29.99,7537,https://car.autohome.com.cn/config/series/7537.html
https://car.autohome.com.cn/config/series/7537.html,汽车之家|翼真L380|报价大全|参数配置,翼真L380,dom_row,1,车型2_36.99,厂商指导价,36.99,7537,https://car.autohome.com.cn/config/series/7537.html
https://car.autohome.com.cn/config/series/7537.html,汽车之家|翼真L380|报价大全|参数配置,翼真L380,dom_row,1,车型3_39.99,厂商指导价,39.99,7537,https://car.autohome.com.cn/config/series/7537.html
https://car.autohome.com.cn/config/series/7537.html,汽车之家|翼真L380|报价大全|参数配置,翼真L380,dom_row,1,车型4_44.99,厂商指导价,44.99,7537,https://car.autohome.com.cn/config/series/7537.html
https://car.autohome.com.cn/config/series/7537.html,汽车之家|翼真L380|报价大全|参数配置,翼真L380,dom_row,1,车型5_59.99,厂商指导价,59.99,7537,https://car.autohome.com.cn/config/series/7537.html
https://car.autohome.com.cn/config/series/7537.html,汽车之家|翼真L380|报价大全|参数配置,翼真L380,dom_row,1,车型1_29.99,能源类型,纯电动,7537,https://car.autohome.com.cn/config/series/7537.html
